CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charges Bucket,Total Charges,Churn
1918-ZBFQJ,female,0,no,no,13,13-24,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.25,70,1111.65,yes
1024-GUALD,female,0,yes,no,1,0-12,no,No,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.8,20,24.8,yes
4827-USJHP,male,0,no,no,20,13-24,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,51.8,50,1023.85,no
8167-GJLRN,male,0,no,no,3,0-12,no,No,dsl,no,no,no,yes,no,no,month-to-month,no,electronic check,30.4,30,82.15,no
0956-SYCWG,female,0,no,no,13,13-24,yes,no,no,No,No,No,No,No,No,one year,no,electronic check,19.65,10,244.8,no
8017-UVSZU,female,0,yes,no,40,25-48,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),56.6,50,2379.1,no
7100-FQPRV,male,0,yes,yes,43,25-48,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,credit card (automatic),71.9,70,3173.35,no
2472-OVKUP,male,0,yes,no,6,0-12,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,91,90,531,yes
2984-RGEYA,female,0,yes,yes,69,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),19.75,10,1375.4,no
9680-NIAUV,female,0,yes,yes,72,49+,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),109.7,100,8129.3,no
2146-EGVDT,male,0,yes,yes,59,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.3,10,1192.7,no
2604-IJPDU,female,0,yes,no,20,13-24,yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,96.55,90,1901.65,no
9178-JHUVJ,male,0,yes,yes,24,13-24,yes,yes,no,No,No,No,No,No,No,two year,yes,bank transfer (automatic),24.1,20,587.4,no
6168-YBYNP,male,0,no,no,59,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.35,110,6519.75,no
7255-SSFBC,male,0,yes,yes,72,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),112.25,110,8041.65,no
3645-DEYGF,male,0,no,yes,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.75,20,20.75,no
9323-HGFWY,female,0,yes,no,27,25-48,yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),101.9,100,2681.15,no
8544-GOQSH,female,0,no,no,14,13-24,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),80.05,80,1112.3,no
3363-DTIVD,male,0,yes,yes,71,49+,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,no,electronic check,105.55,100,7405.5,no
7018-WBJNK,male,0,no,yes,13,13-24,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),78.3,70,1033.95,no
9142-KZXOP,male,0,no,no,44,25-48,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),68.85,60,2958.95,no
7674-YTAFD,female,0,no,no,33,25-48,yes,no,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),79.95,70,2684.85,no
6348-SNFUS,male,0,yes,yes,72,49+,no,No,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),55.45,50,4179.2,no
1285-OKIPP,male,0,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.9,70,79.9,yes
7825-ECJRF,female,0,no,no,19,13-24,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.6,100,1934.45,yes
1347-KTTTA,male,0,yes,no,64,49+,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),102.45,100,6654.1,no
7841-TZDMQ,male,0,no,no,2,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),46,40,84.5,yes
4195-NZGTA,female,0,no,no,1,0-12,no,No,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,25.25,20,25.25,no
7157-SMCFK,male,0,no,yes,61,49+,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,19.75,10,1124.2,no
4709-LKHYG,female,0,yes,yes,29,25-48,yes,no,no,No,No,No,No,No,No,one year,no,electronic check,20,20,540.05,no
2504-DSHIH,male,1,yes,no,23,13-24,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,86.8,80,1975.85,no
0699-NDKJM,female,0,yes,no,57,49+,no,No,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),58.75,50,3437.45,no
9286-BHDQG,male,0,yes,yes,72,49+,no,No,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),45.25,40,3139.8,no
0230-WEQUW,male,0,yes,no,66,49+,no,No,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),56.6,50,3789.2,no
2040-LDIWQ,male,0,yes,yes,65,49+,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.2,80,5324.5,no
6496-JDSSB,female,0,no,no,8,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),80,80,624.6,no
9408-SSNVZ,female,0,no,no,4,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,70,268.35,yes
4443-EMBNA,female,0,yes,no,71,49+,yes,yes,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),24.75,20,1836.9,no
6469-MRVET,male,0,yes,yes,1,0-12,yes,no,no,No,No,No,No,No,No,one year,yes,electronic check,20.2,20,20.2,no
0742-MOABM,male,0,yes,no,4,0-12,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,50.05,50,179.35,yes
5961-VUSRV,female,0,no,no,12,0-12,yes,no,no,No,No,No,No,No,No,one year,yes,bank transfer (automatic),19.35,10,219.35,no
6778-JFCMK,male,0,no,no,24,13-24,no,No,dsl,yes,no,no,no,yes,yes,one year,yes,mailed check,50.6,50,1288.75,no
6341-JVQGF,female,0,yes,yes,31,25-48,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,yes,mailed check,81.15,80,2545.75,no
2232-DMLXU,female,0,yes,no,1,0-12,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,55.2,50,55.2,yes
4811-JBUVU,male,0,no,no,30,25-48,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.9,80,2723.15,no
0945-TSONX,female,0,yes,yes,47,25-48,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),85.3,80,4107.25,no
2651-ZCBXV,male,0,no,no,54,49+,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108,100,5760.65,no
3316-UWXUY,male,0,no,no,50,49+,yes,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),93.5,90,4747.5,no
8937-RDTHP,male,0,no,no,1,0-12,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,mailed check,84.6,80,84.6,yes
7083-MIOPC,female,0,no,no,72,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),20.25,20,1566.9,no
1984-GPTEH,female,0,no,no,29,25-48,yes,yes,no,No,No,No,No,No,No,month-to-month,no,electronic check,25.15,20,702,no
1251-KRREG,male,0,no,no,2,0-12,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,50,114.1,yes
0621-JFHOL,female,0,no,no,10,0-12,no,No,dsl,no,no,no,yes,no,no,two year,yes,mailed check,29.6,20,299.05,no
9903-LYSAB,male,0,yes,no,18,13-24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.15,70,1305.95,no
0094-OIFMO,female,1,no,no,11,0-12,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,95,90,1120.3,yes
9227-UAQFT,male,0,no,no,16,13-24,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,19.75,10,284.35,no
7301-ABVAD,female,0,no,no,72,49+,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.6,80,6350.5,no
6614-FHDBO,male,0,no,no,72,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),109.2,100,7878.3,no
7576-ASEJU,female,0,yes,yes,41,25-48,yes,no,dsl,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),74.7,70,3187.65,no
9058-HRZSV,female,1,yes,no,65,49+,yes,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,no,electronic check,94.4,90,6126.15,no
4522-AKYLR,female,1,no,no,13,13-24,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,electronic check,54.8,50,731.3,no
0221-WMXNQ,male,1,no,no,4,0-12,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.35,70,273.4,no
0303-UNCIP,male,0,no,no,41,25-48,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,mailed check,65,60,2531.8,no
9947-OTFQU,male,1,no,no,15,13-24,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.4,70,1074.3,yes
0322-YINQP,male,0,no,no,1,0-12,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.55,40,48.55,yes
0959-WHOKV,male,0,no,no,42,25-48,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,99,90,4298.45,no
4075-JFPGR,female,0,yes,no,51,49+,yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,yes,electronic check,93.5,90,4619.55,no
4629-NRXKX,female,0,yes,yes,2,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.4,70,147.15,yes
9514-JDSKI,male,1,yes,no,1,0-12,no,No,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic check,40.2,40,40.2,yes
3282-ZISZV,male,0,no,yes,32,25-48,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),83.7,80,2633.3,no
3675-YDUPJ,male,0,no,no,10,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,mailed check,19.85,10,193.05,no
4111-BNXIF,female,0,yes,yes,67,49+,no,No,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,59.55,50,4103.9,no
7017-VFHAY,female,0,yes,yes,61,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.1,110,7008.15,no
6655-LHBYW,male,0,no,no,50,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),114.35,110,5791.1,no
4959-JOSRX,female,0,yes,no,2,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.6,40,80.55,yes
5046-NUHWD,female,1,yes,no,29,25-48,no,No,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,45,40,1228.65,no
7273-TEFQD,male,1,no,no,3,0-12,no,No,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,41.15,40,132.2,yes
3606-TWKGI,male,1,no,no,13,13-24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.9,100,1364.3,yes
7529-ZDFXI,male,1,yes,no,57,49+,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.85,80,4925.35,no
7605-BDWDC,female,0,no,no,31,25-48,no,No,dsl,yes,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),49.85,40,1520.1,no
1950-KSVVJ,female,0,yes,no,45,25-48,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,mailed check,113.3,110,5032.25,no
0123-CRBRT,female,0,yes,yes,61,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,88.1,80,5526.75,no
6292-TOSSS,male,0,no,no,50,49+,yes,yes,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),24.9,20,1195.25,no
3197-ARFOY,female,1,no,no,19,13-24,yes,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,mailed check,105,100,2007.25,no
6323-AYBRX,male,0,no,no,59,49+,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,19.35,10,1099.6,yes
7014-ZZXAW,female,0,yes,no,71,49+,yes,yes,no,No,No,No,No,No,No,two year,yes,credit card (automatic),24.25,20,1732.95,no
4385-GZQXV,female,1,no,no,16,13-24,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.45,90,1511.2,yes
7633-MVPUY,male,0,yes,no,57,49+,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,electronic check,59.75,50,3450.15,no
6366-ZGQGL,male,0,no,no,1,0-12,no,No,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),24.8,20,24.8,yes
4716-HHKQH,male,1,yes,no,20,13-24,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,107.05,100,2172.05,no
5940-AHUHD,male,0,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.6,70,70.6,yes
6432-TWQLB,male,0,yes,no,5,0-12,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,85.4,80,401.1,yes
4484-GLZOU,female,0,yes,no,52,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.05,100,5624.85,yes
3179-GBRWV,male,1,yes,no,21,13-24,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),64.95,60,1339.8,no
8645-KWHJO,male,0,no,no,14,13-24,no,No,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,55,50,771.95,no
4130-MZLCC,female,0,no,no,5,0-12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),50.55,50,244.75,no
0314-TKOSI,female,0,no,no,6,0-12,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,55.15,50,322.9,no
8229-MYEJZ,female,0,no,no,10,0-12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,51.2,50,498.25,no
2080-SRCDE,female,0,no,yes,1,0-12,yes,yes,no,No,No,No,No,No,No,month-to-month,no,mailed check,25.4,20,25.4,no
9577-WJVCQ,female,0,no,no,68,49+,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,54.45,50,3687.75,no
9512-UIBFX,male,0,yes,yes,18,13-24,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,mailed check,95.15,90,1779.95,yes
6202-DYYFX,female,0,no,no,22,13-24,yes,yes,fiber optic,no,no,no,no,no,no,one year,yes,credit card (automatic),76,70,1783.6,no
3808-HFKDE,female,0,no,no,20,13-24,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.35,40,927.15,no
5583-SXDAG,male,0,yes,no,1,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70,70,70,yes
3488-PGMQJ,male,1,no,no,8,0-12,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.5,70,606.55,yes
3580-REOAC,male,0,no,no,10,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.85,40,435.4,yes
7534-BFESC,male,1,no,no,24,13-24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.1,70,1712.7,yes
3727-OWVYD,male,0,no,no,35,25-48,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,mailed check,61.2,60,2021.2,no
2294-SALNE,male,0,yes,yes,23,13-24,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,no,mailed check,86.8,80,1940.8,no
4847-TAJYI,female,1,no,no,6,0-12,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.35,80,567.8,no
1563-IWQEX,female,0,no,no,12,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.7,10,220.35,no
8203-XJZRC,male,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.25,20,20.25,no
6556-DBKZF,female,0,yes,yes,71,49+,yes,no,fiber optic,no,no,yes,no,no,no,two year,no,electronic check,76.05,70,5436.45,no
6851-WEFYX,male,1,yes,no,35,25-48,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.8,100,3437.5,no
2985-JUUBZ,male,0,yes,yes,40,25-48,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,74.55,70,3015.75,no
6390-DSAZX,female,0,no,yes,1,0-12,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,73.6,70,73.6,yes
0895-LMRSF,male,0,no,no,23,13-24,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),64.9,60,1509.8,no
8098-LLAZX,female,1,no,no,4,0-12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,90,396.1,yes
8266-VBFQL,male,0,no,no,4,0-12,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,90.4,90,356.65,no
8181-YHCMF,female,0,yes,yes,68,49+,no,No,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),60.3,60,4109,no
2240-HSJQD,male,0,no,yes,38,25-48,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,81.85,80,3141.7,no
1248-DYXUB,male,0,yes,yes,52,49+,yes,yes,no,No,No,No,No,No,No,two year,no,mailed check,24.8,20,1229.1,no
0265-EDXBD,male,1,yes,no,32,25-48,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,70,2303.35,yes
4115-BNPJY,male,0,yes,yes,29,25-48,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,75.55,70,2054.4,no
3167-SNQPL,male,1,yes,yes,38,25-48,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,101.15,100,3741.85,no
4091-TVOCN,male,0,no,yes,48,25-48,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),78.75,70,3682.45,no
1098-TDVUQ,female,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,bank transfer (automatic),19.25,10,19.25,no
7277-OZCGZ,female,0,no,no,22,13-24,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,89.05,80,1886.25,no
1557-EMYVT,female,0,no,no,43,25-48,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.05,110,4895.1,no
2799-ARNLO,female,1,yes,no,5,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.35,60,341.6,no
7563-BIUPC,male,0,no,no,5,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.6,80,415.55,yes
5027-YOCXN,male,0,yes,yes,51,49+,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),110.05,110,5686.4,no
3973-SKMLN,male,0,no,no,71,49+,yes,no,no,No,No,No,No,No,No,two year,yes,credit card (automatic),19.9,10,1355.1,no
2321-OMBXY,female,0,yes,yes,38,25-48,yes,no,dsl,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),80.3,80,3058.65,yes
2840-XANRC,male,1,yes,no,24,13-24,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,93.15,90,2231.05,yes
6745-JEFZB,male,0,yes,no,35,25-48,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),91.5,90,3236.35,no
5020-ZSTTY,female,1,no,no,54,49+,yes,yes,dsl,yes,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),82.45,80,4350.1,yes
9880-TDQAC,female,0,yes,yes,72,49+,no,No,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,60,60,4264,no
8705-WZCYL,male,0,no,no,1,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.8,40,44.8,no
7102-JJVTX,female,0,yes,yes,9,0-12,yes,no,dsl,yes,no,no,no,no,no,one year,no,mailed check,48.6,40,422.3,no
8626-PTQGE,male,0,no,no,69,49+,no,No,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),60.05,60,4176.7,no
4983-CLMLV,female,0,yes,no,52,49+,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),102.7,100,5138.1,no
5701-YVSVF,female,1,yes,no,11,0-12,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,82.9,80,880.05,no
5804-LEPIM,female,1,no,no,2,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,70,139.05,yes
5697-GOMBF,female,1,yes,yes,28,25-48,no,No,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,35.9,30,973.65,no
2739-CACDQ,female,1,no,no,17,13-24,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),82.65,80,1470.05,no
9385-EHGDO,female,0,yes,yes,35,25-48,yes,no,no,No,No,No,No,No,No,two year,yes,mailed check,19.85,10,739.35,no
9498-FIMXL,female,0,no,no,8,0-12,yes,no,no,No,No,No,No,No,No,one year,yes,mailed check,19.2,10,161.95,no
2379-GYFLQ,male,0,no,no,46,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),94.9,90,4422.95,no
0122-OAHPZ,female,0,no,no,7,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.85,70,511.25,yes
2868-SNELZ,female,0,no,no,2,0-12,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,mailed check,80.6,80,155.8,yes
4322-RCYMT,male,0,yes,yes,68,49+,yes,yes,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),75.8,70,5293.95,yes
6680-NENYN,female,0,no,no,43,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,electronic check,104.6,100,4759.85,yes
2088-IEBAU,female,0,no,no,68,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,88.15,80,6148.45,no
7982-VCELR,female,0,no,no,36,25-48,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),94.8,90,3565.65,no
1343-EHPYB,male,0,yes,no,63,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.4,100,6603,yes
6035-BXTTY,female,1,no,no,32,25-48,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),54.65,50,1830.1,no
6885-PKOAM,female,0,yes,no,71,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),85.75,80,6223.8,no
7520-HQWJU,female,0,yes,yes,66,49+,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),67.45,60,4508.65,no
9639-BUJXT,male,0,no,no,63,49+,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,20.5,20,1328.15,no
5924-SNGKP,female,0,no,yes,41,25-48,yes,no,no,No,No,No,No,No,No,one year,yes,credit card (automatic),20.25,20,865,no
0021-IKXGC,female,1,no,no,1,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,72.1,70,72.1,no
2034-GDRCN,female,0,no,no,2,0-12,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.4,90,168.2,yes
8966-SNIZF,female,0,yes,no,70,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),19.45,10,1303.5,no
6243-OZGFH,female,0,no,no,23,13-24,no,No,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,44.95,40,996.85,no
4654-DLAMQ,female,1,yes,no,64,49+,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,no,bank transfer (automatic),97,90,6430.9,no
0513-RBGPE,male,0,yes,yes,37,25-48,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),62.8,60,2278.75,no
5160-UXJED,male,0,no,yes,17,13-24,yes,no,dsl,no,no,no,no,no,no,one year,no,mailed check,44.6,40,681.4,no
4115-NZRKS,female,1,no,no,7,0-12,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.15,80,574.35,no
0219-YTZUE,male,0,yes,yes,4,0-12,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),84.8,80,371.9,yes
0623-IIHUG,female,1,no,no,21,13-24,no,No,dsl,yes,no,no,no,yes,no,month-to-month,yes,electronic check,41.9,40,840.1,yes
4572-DVCGN,female,0,no,no,10,0-12,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),80.25,80,846,yes
3351-NGXYI,female,1,no,no,16,13-24,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,54.1,50,889,no
8984-EYLLL,male,0,yes,no,64,49+,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,105.25,100,6823.4,no
9057-MSWCO,male,1,yes,no,27,25-48,no,No,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),30.75,30,805.1,yes
9833-TGFHX,male,0,yes,yes,42,25-48,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,no,electronic check,97.1,90,4016.75,no
9294-TDIPC,male,0,no,yes,5,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.2,20,83.75,no
5229-DTFYB,female,0,no,no,41,25-48,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),98.8,90,3959.15,no
